,year,Senate,HOR,value,president,party,All_beverages_in_Gallons
4605,1998,Republicans,Republicans,5.79,Bill Clinton,Democratic,2.15
4606,1998,Republicans,Republicans,5.7,Bill Clinton,Democratic,2.15
4607,1998,Republicans,Republicans,5.65,Bill Clinton,Democratic,2.15
4608,1998,Republicans,Republicans,5.66,Bill Clinton,Democratic,2.15
4609,1998,Republicans,Republicans,5.61,Bill Clinton,Democratic,2.15
4610,1998,Republicans,Republicans,5.65,Bill Clinton,Democratic,2.15
4611,1998,Republicans,Republicans,5.74,Bill Clinton,Democratic,2.15
4612,1998,Republicans,Republicans,5.7,Bill Clinton,Democratic,2.15
4613,1998,Republicans,Republicans,5.67,Bill Clinton,Democratic,2.15
4614,1998,Republicans,Republicans,5.66,Bill Clinton,Democratic,2.15
4615,1998,Republicans,Republicans,5.64,Bill Clinton,Democratic,2.15
4616,1998,Republicans,Republicans,5.66,Bill Clinton,Democratic,2.15
4617,1998,Republicans,Republicans,5.66,Bill Clinton,Democratic,2.15
4618,1998,Republicans,Republicans,5.64,Bill Clinton,Democratic,2.15
4619,1998,Republicans,Republicans,5.65,Bill Clinton,Democratic,2.15
4620,1998,Republicans,Republicans,5.62,Bill Clinton,Democratic,2.15
4621,1998,Republicans,Republicans,5.63,Bill Clinton,Democratic,2.15
4622,1998,Republicans,Republicans,5.6,Bill Clinton,Democratic,2.15
4623,1998,Republicans,Republicans,5.57,Bill Clinton,Democratic,2.15
4624,1998,Republicans,Republicans,5.6,Bill Clinton,Democratic,2.15
4625,1998,Republicans,Republicans,5.63,Bill Clinton,Democratic,2.15
4626,1998,Republicans,Republicans,5.6,Bill Clinton,Democratic,2.15
4627,1998,Republicans,Republicans,5.63,Bill Clinton,Democratic,2.15
4628,1998,Republicans,Republicans,5.68,Bill Clinton,Democratic,2.15
4629,1998,Republicans,Republicans,5.72,Bill Clinton,Democratic,2.15
4630,1998,Republicans,Republicans,5.7,Bill Clinton,Democratic,2.15
4631,1998,Republicans,Republicans,5.72,Bill Clinton,Democratic,2.15
4632,1998,Republicans,Republicans,5.75,Bill Clinton,Democratic,2.15
4633,1998,Republicans,Republicans,5.71,Bill Clinton,Democratic,2.15
4634,1998,Republicans,Republicans,5.67,Bill Clinton,Democratic,2.15
4635,1998,Republicans,Republicans,5.68,Bill Clinton,Democratic,2.15
4636,1998,Republicans,Republicans,5.66,Bill Clinton,Democratic,2.15
4637,1998,Republicans,Republicans,5.68,Bill Clinton,Democratic,2.15
4638,1998,Republicans,Republicans,5.7,Bill Clinton,Democratic,2.15
4639,1998,Republicans,Republicans,5.74,Bill Clinton,Democratic,2.15
4640,1998,Republicans,Republicans,5.77,Bill Clinton,Democratic,2.15
4641,1998,Republicans,Republicans,5.73,Bill Clinton,Democratic,2.15
4642,1998,Republicans,Republicans,5.72,Bill Clinton,Democratic,2.15
4643,1998,Republicans,Republicans,5.67,Bill Clinton,Democratic,2.15
4644,1998,Republicans,Republicans,5.65,Bill Clinton,Democratic,2.15
4645,1998,Republicans,Republicans,5.66,Bill Clinton,Democratic,2.15
4646,1998,Republicans,Republicans,5.67,Bill Clinton,Democratic,2.15
4647,1998,Republicans,Republicans,5.63,Bill Clinton,Democratic,2.15
4648,1998,Republicans,Republicans,5.63,Bill Clinton,Democratic,2.15
4649,1998,Republicans,Republicans,5.6,Bill Clinton,Democratic,2.15
4650,1998,Republicans,Republicans,5.62,Bill Clinton,Democratic,2.15
4651,1998,Republicans,Republicans,5.6,Bill Clinton,Democratic,2.15
4652,1998,Republicans,Republicans,5.55,Bill Clinton,Democratic,2.15
4653,1998,Republicans,Republicans,5.56,Bill Clinton,Democratic,2.15
4654,1998,Republicans,Republicans,5.56,Bill Clinton,Democratic,2.15
4655,1998,Republicans,Republicans,5.56,Bill Clinton,Democratic,2.15
4656,1998,Republicans,Republicans,5.52,Bill Clinton,Democratic,2.15
4657,1998,Republicans,Republicans,5.46,Bill Clinton,Democratic,2.15
4658,1998,Republicans,Republicans,5.48,Bill Clinton,Democratic,2.15
4659,1998,Republicans,Republicans,5.44,Bill Clinton,Democratic,2.15
4660,1998,Republicans,Republicans,5.44,Bill Clinton,Democratic,2.15
4661,1998,Republicans,Republicans,5.38,Bill Clinton,Democratic,2.15
4662,1998,Republicans,Republicans,5.37,Bill Clinton,Democratic,2.15
4663,1998,Republicans,Republicans,5.3,Bill Clinton,Democratic,2.15
4664,1998,Republicans,Republicans,5.34,Bill Clinton,Democratic,2.15
4665,1998,Republicans,Republicans,5.34,Bill Clinton,Democratic,2.15
4666,1998,Republicans,Republicans,5.31,Bill Clinton,Democratic,2.15
4667,1998,Republicans,Republicans,5.29,Bill Clinton,Democratic,2.15
4668,1998,Republicans,Republicans,5.34,Bill Clinton,Democratic,2.15
4669,1998,Republicans,Republicans,5.28,Bill Clinton,Democratic,2.15
4670,1998,Republicans,Republicans,5.18,Bill Clinton,Democratic,2.15
4671,1998,Republicans,Republicans,5.23,Bill Clinton,Democratic,2.15
4672,1998,Republicans,Republicans,5.23,Bill Clinton,Democratic,2.15
4673,1998,Republicans,Republicans,5.25,Bill Clinton,Democratic,2.15
4674,1998,Republicans,Republicans,5.23,Bill Clinton,Democratic,2.15
4675,1998,Republicans,Republicans,5.18,Bill Clinton,Democratic,2.15
4676,1998,Republicans,Republicans,5.15,Bill Clinton,Democratic,2.15
4677,1998,Republicans,Republicans,5.12,Bill Clinton,Democratic,2.15
4678,1998,Republicans,Republicans,5.16,Bill Clinton,Democratic,2.15
4679,1998,Republicans,Republicans,5.16,Bill Clinton,Democratic,2.15
4680,1998,Republicans,Republicans,5.15,Bill Clinton,Democratic,2.15
4681,1998,Republicans,Republicans,5.13,Bill Clinton,Democratic,2.15
4682,1998,Republicans,Republicans,5.15,Bill Clinton,Democratic,2.15
4683,1998,Republicans,Republicans,5.1,Bill Clinton,Democratic,2.15
4684,1998,Republicans,Republicans,4.98,Bill Clinton,Democratic,2.15
4685,1998,Republicans,Republicans,4.9,Bill Clinton,Democratic,2.15
4686,1998,Republicans,Republicans,4.85,Bill Clinton,Democratic,2.15
4687,1998,Republicans,Republicans,4.7,Bill Clinton,Democratic,2.15
4688,1998,Republicans,Republicans,4.75,Bill Clinton,Democratic,2.15
4689,1998,Republicans,Republicans,4.83,Bill Clinton,Democratic,2.15
4690,1998,Republicans,Republicans,4.99,Bill Clinton,Democratic,2.15
4691,1998,Republicans,Republicans,5.13,Bill Clinton,Democratic,2.15
4692,1998,Republicans,Republicans,5.1,Bill Clinton,Democratic,2.15
4693,1998,Republicans,Republicans,5,Bill Clinton,Democratic,2.15
4694,1998,Republicans,Republicans,5.02,Bill Clinton,Democratic,2.15
4695,1998,Republicans,Republicans,4.96,Bill Clinton,Democratic,2.15
4696,1998,Republicans,Republicans,4.98,Bill Clinton,Democratic,2.15
4697,1998,Republicans,Republicans,5.06,Bill Clinton,Democratic,2.15
4698,1998,Republicans,Republicans,5.08,Bill Clinton,Democratic,2.15
4699,1998,Republicans,Republicans,5.13,Bill Clinton,Democratic,2.15
4700,1998,Republicans,Republicans,5.16,Bill Clinton,Democratic,2.15
4701,1998,Republicans,Republicans,5.13,Bill Clinton,Democratic,2.15
4702,1998,Republicans,Republicans,5.08,Bill Clinton,Democratic,2.15
4703,1998,Republicans,Republicans,5.13,Bill Clinton,Democratic,2.15
4704,1998,Republicans,Republicans,5.09,Bill Clinton,Democratic,2.15
4705,1998,Republicans,Republicans,5.15,Bill Clinton,Democratic,2.15
4706,1998,Republicans,Republicans,5.23,Bill Clinton,Democratic,2.15
4707,1998,Republicans,Republicans,5.22,Bill Clinton,Democratic,2.15
4708,1998,Republicans,Republicans,5.34,Bill Clinton,Democratic,2.15
4709,1998,Republicans,Republicans,5.29,Bill Clinton,Democratic,2.15
4710,1998,Republicans,Republicans,5.37,Bill Clinton,Democratic,2.15
4711,1998,Republicans,Republicans,5.28,Bill Clinton,Democratic,2.15
4712,1998,Republicans,Republicans,5.27,Bill Clinton,Democratic,2.15
4713,1998,Republicans,Republicans,5.25,Bill Clinton,Democratic,2.15
4714,1998,Republicans,Republicans,5.26,Bill Clinton,Democratic,2.15
4715,1998,Republicans,Republicans,5.28,Bill Clinton,Democratic,2.15
4716,1998,Republicans,Republicans,5.3,Bill Clinton,Democratic,2.15
4717,1998,Republicans,Republicans,5.25,Bill Clinton,Democratic,2.15
4718,1998,Republicans,Republicans,5.25,Bill Clinton,Democratic,2.15
4719,1998,Republicans,Republicans,5.22,Bill Clinton,Democratic,2.15
4720,1998,Republicans,Republicans,5.25,Bill Clinton,Democratic,2.15
4721,1998,Republicans,Republicans,5.23,Bill Clinton,Democratic,2.15
4722,1998,Republicans,Republicans,5.19,Bill Clinton,Democratic,2.15
4723,1998,Republicans,Republicans,5.16,Bill Clinton,Democratic,2.15
4724,1998,Republicans,Republicans,5.08,Bill Clinton,Democratic,2.15
4725,1998,Republicans,Republicans,5.06,Bill Clinton,Democratic,2.15
4726,1998,Republicans,Republicans,5.03,Bill Clinton,Democratic,2.15
4727,1998,Republicans,Republicans,5.02,Bill Clinton,Democratic,2.15
4728,1998,Republicans,Republicans,5.05,Bill Clinton,Democratic,2.15
4729,1998,Republicans,Republicans,5.05,Bill Clinton,Democratic,2.15
4730,1998,Republicans,Republicans,5,Bill Clinton,Democratic,2.15
4731,1998,Republicans,Republicans,4.97,Bill Clinton,Democratic,2.15
4732,1998,Republicans,Republicans,4.95,Bill Clinton,Democratic,2.15
4733,1998,Republicans,Republicans,5.02,Bill Clinton,Democratic,2.15
4734,1998,Republicans,Republicans,4.99,Bill Clinton,Democratic,2.15
4735,1998,Republicans,Republicans,5.03,Bill Clinton,Democratic,2.15
4736,1998,Republicans,Republicans,5.01,Bill Clinton,Democratic,2.15
4737,1998,Republicans,Republicans,5.01,Bill Clinton,Democratic,2.15
4738,1998,Republicans,Republicans,5.01,Bill Clinton,Democratic,2.15
4739,1998,Republicans,Republicans,5.07,Bill Clinton,Democratic,2.15
4740,1998,Republicans,Republicans,5.13,Bill Clinton,Democratic,2.15
4741,1998,Republicans,Republicans,5.2,Bill Clinton,Democratic,2.15
4742,1998,Republicans,Republicans,5.23,Bill Clinton,Democratic,2.15
4743,1998,Republicans,Republicans,5.17,Bill Clinton,Democratic,2.15
4744,1998,Republicans,Republicans,5.12,Bill Clinton,Democratic,2.15
4745,1998,Republicans,Republicans,5.09,Bill Clinton,Democratic,2.15
4746,1998,Republicans,Republicans,5.09,Bill Clinton,Democratic,2.15
4747,1999,Republicans,Republicans,5.15,Bill Clinton,Democratic,2.17
4748,1999,Republicans,Republicans,5.21,Bill Clinton,Democratic,2.17
4749,1999,Republicans,Republicans,5.17,Bill Clinton,Democratic,2.17
4750,1999,Republicans,Republicans,5.23,Bill Clinton,Democratic,2.17
4751,1999,Republicans,Republicans,5.26,Bill Clinton,Democratic,2.17
4752,1999,Republicans,Republicans,5.29,Bill Clinton,Democratic,2.17
4753,1999,Republicans,Republicans,5.23,Bill Clinton,Democratic,2.17
4754,1999,Republicans,Republicans,5.16,Bill Clinton,Democratic,2.17
4755,1999,Republicans,Republicans,5.07,Bill Clinton,Democratic,2.17
4756,1999,Republicans,Republicans,5.1,Bill Clinton,Democratic,2.17
4757,1999,Republicans,Republicans,5.14,Bill Clinton,Democratic,2.17
4758,1999,Republicans,Republicans,5.18,Bill Clinton,Democratic,2.17
4759,1999,Republicans,Republicans,5.14,Bill Clinton,Democratic,2.17
4760,1999,Republicans,Republicans,5.09,Bill Clinton,Democratic,2.17
4761,1999,Republicans,Republicans,5.12,Bill Clinton,Democratic,2.17
4762,1999,Republicans,Republicans,5.12,Bill Clinton,Democratic,2.17
4763,1999,Republicans,Republicans,5.14,Bill Clinton,Democratic,2.17
4764,1999,Republicans,Republicans,5.11,Bill Clinton,Democratic,2.17
4765,1999,Republicans,Republicans,5.09,Bill Clinton,Democratic,2.17
4766,1999,Republicans,Republicans,5.19,Bill Clinton,Democratic,2.17
4767,1999,Republicans,Republicans,5.24,Bill Clinton,Democratic,2.17
4768,1999,Republicans,Republicans,5.25,Bill Clinton,Democratic,2.17
4769,1999,Republicans,Republicans,5.3,Bill Clinton,Democratic,2.17
4770,1999,Republicans,Republicans,5.34,Bill Clinton,Democratic,2.17
4771,1999,Republicans,Republicans,5.35,Bill Clinton,Democratic,2.17
4772,1999,Republicans,Republicans,5.33,Bill Clinton,Democratic,2.17
4773,1999,Republicans,Republicans,5.34,Bill Clinton,Democratic,2.17
4774,1999,Republicans,Republicans,5.29,Bill Clinton,Democratic,2.17
4775,1999,Republicans,Republicans,5.42,Bill Clinton,Democratic,2.17
4776,1999,Republicans,Republicans,5.35,Bill Clinton,Democratic,2.17
4777,1999,Republicans,Republicans,5.32,Bill Clinton,Democratic,2.17
4778,1999,Republicans,Republicans,5.37,Bill Clinton,Democratic,2.17
4779,1999,Republicans,Republicans,5.38,Bill Clinton,Democratic,2.17
4780,1999,Republicans,Republicans,5.36,Bill Clinton,Democratic,2.17
4781,1999,Republicans,Republicans,5.42,Bill Clinton,Democratic,2.17
4782,1999,Republicans,Republicans,5.51,Bill Clinton,Democratic,2.17
4783,1999,Republicans,Republicans,5.61,Bill Clinton,Democratic,2.17
4784,1999,Republicans,Republicans,5.57,Bill Clinton,Democratic,2.17
4785,1999,Republicans,Republicans,5.67,Bill Clinton,Democratic,2.17
4786,1999,Republicans,Republicans,5.63,Bill Clinton,Democratic,2.17
4787,1999,Republicans,Republicans,5.68,Bill Clinton,Democratic,2.17
4788,1999,Republicans,Republicans,5.69,Bill Clinton,Democratic,2.17
4789,1999,Republicans,Republicans,5.6,Bill Clinton,Democratic,2.17
4790,1999,Republicans,Republicans,5.6,Bill Clinton,Democratic,2.17
4791,1999,Republicans,Republicans,5.54,Bill Clinton,Democratic,2.17
4792,1999,Republicans,Republicans,5.56,Bill Clinton,Democratic,2.17
4793,1999,Republicans,Republicans,5.57,Bill Clinton,Democratic,2.17
4794,1999,Republicans,Republicans,5.54,Bill Clinton,Democratic,2.17
4795,1999,Republicans,Republicans,5.51,Bill Clinton,Democratic,2.17
4796,1999,Republicans,Republicans,5.48,Bill Clinton,Democratic,2.17
4797,1999,Republicans,Republicans,5.51,Bill Clinton,Democratic,2.17
4798,1999,Republicans,Republicans,5.49,Bill Clinton,Democratic,2.17
4799,1999,Republicans,Republicans,5.53,Bill Clinton,Democratic,2.17
4800,1999,Republicans,Republicans,5.57,Bill Clinton,Democratic,2.17
4801,1999,Republicans,Republicans,5.57,Bill Clinton,Democratic,2.17
4802,1999,Republicans,Republicans,5.54,Bill Clinton,Democratic,2.17
4803,1999,Republicans,Republicans,5.59,Bill Clinton,Democratic,2.17
4804,1999,Republicans,Republicans,5.61,Bill Clinton,Democratic,2.17
4805,1999,Republicans,Republicans,5.65,Bill Clinton,Democratic,2.17
4806,1999,Republicans,Republicans,5.59,Bill Clinton,Democratic,2.17
4807,1999,Republicans,Republicans,5.63,Bill Clinton,Democratic,2.17
4808,1999,Republicans,Republicans,5.67,Bill Clinton,Democratic,2.17
4809,1999,Republicans,Republicans,5.59,Bill Clinton,Democratic,2.17
4810,1999,Republicans,Republicans,5.59,Bill Clinton,Democratic,2.17
4811,1999,Republicans,Republicans,5.52,Bill Clinton,Democratic,2.17
4812,1999,Republicans,Republicans,5.51,Bill Clinton,Democratic,2.17
4813,1999,Republicans,Republicans,5.44,Bill Clinton,Democratic,2.17
4814,1999,Republicans,Republicans,5.46,Bill Clinton,Democratic,2.17
4815,1999,Republicans,Republicans,5.45,Bill Clinton,Democratic,2.17
4816,1999,Republicans,Republicans,5.5,Bill Clinton,Democratic,2.17
4817,1999,Republicans,Republicans,5.51,Bill Clinton,Democratic,2.17
4818,1999,Republicans,Republicans,5.53,Bill Clinton,Democratic,2.17
4819,1999,Republicans,Republicans,5.57,Bill Clinton,Democratic,2.17
4820,1999,Republicans,Republicans,5.55,Bill Clinton,Democratic,2.17
4821,1999,Republicans,Republicans,5.52,Bill Clinton,Democratic,2.17
4822,1999,Republicans,Republicans,5.52,Bill Clinton,Democratic,2.17
4823,1999,Republicans,Republicans,5.61,Bill Clinton,Democratic,2.17
4824,1999,Republicans,Republicans,5.6,Bill Clinton,Democratic,2.17
4825,1999,Republicans,Republicans,5.57,Bill Clinton,Democratic,2.17
4826,1999,Republicans,Republicans,5.55,Bill Clinton,Democratic,2.17
4827,1999,Republicans,Republicans,5.58,Bill Clinton,Democratic,2.17
4828,1999,Republicans,Republicans,5.53,Bill Clinton,Democratic,2.17
4829,1999,Republicans,Republicans,5.68,Bill Clinton,Democratic,2.17
4830,1999,Republicans,Republicans,5.67,Bill Clinton,Democratic,2.17
4831,1999,Republicans,Republicans,5.72,Bill Clinton,Democratic,2.17
4832,1999,Republicans,Republicans,5.71,Bill Clinton,Democratic,2.17
4833,1999,Republicans,Republicans,5.8,Bill Clinton,Democratic,2.17
4834,1999,Republicans,Republicans,5.82,Bill Clinton,Democratic,2.17
4835,1999,Republicans,Republicans,5.79,Bill Clinton,Democratic,2.17
4836,1999,Republicans,Republicans,5.85,Bill Clinton,Democratic,2.17
4837,1999,Republicans,Republicans,5.83,Bill Clinton,Democratic,2.17
4838,1999,Republicans,Republicans,5.75,Bill Clinton,Democratic,2.17
4839,1999,Republicans,Republicans,5.92,Bill Clinton,Democratic,2.17
4840,1999,Republicans,Republicans,5.91,Bill Clinton,Democratic,2.17
4841,1999,Republicans,Republicans,5.9,Bill Clinton,Democratic,2.17
4842,1999,Republicans,Republicans,5.81,Bill Clinton,Democratic,2.17
4843,1999,Republicans,Republicans,5.83,Bill Clinton,Democratic,2.17
4844,1999,Republicans,Republicans,5.78,Bill Clinton,Democratic,2.17
4845,1999,Republicans,Republicans,5.77,Bill Clinton,Democratic,2.17
4846,1999,Republicans,Republicans,5.76,Bill Clinton,Democratic,2.17
4847,1999,Republicans,Republicans,5.8,Bill Clinton,Democratic,2.17
4848,1999,Republicans,Republicans,5.85,Bill Clinton,Democratic,2.17
4849,1999,Republicans,Republicans,5.84,Bill Clinton,Democratic,2.17
4850,1999,Republicans,Republicans,5.94,Bill Clinton,Democratic,2.17
4851,1999,Republicans,Republicans,5.94,Bill Clinton,Democratic,2.17
4852,1999,Republicans,Republicans,5.96,Bill Clinton,Democratic,2.17
4853,1999,Republicans,Republicans,5.97,Bill Clinton,Democratic,2.17
4854,1999,Republicans,Republicans,5.97,Bill Clinton,Democratic,2.17
4855,1999,Republicans,Republicans,6,Bill Clinton,Democratic,2.17
4856,1999,Republicans,Republicans,6.02,Bill Clinton,Democratic,2.17
4857,1999,Republicans,Republicans,6.05,Bill Clinton,Democratic,2.17
4858,1999,Republicans,Republicans,6.13,Bill Clinton,Democratic,2.17
4859,1999,Republicans,Republicans,6.11,Bill Clinton,Democratic,2.17
4860,1999,Republicans,Republicans,6.11,Bill Clinton,Democratic,2.17
4861,1999,Republicans,Republicans,6.08,Bill Clinton,Democratic,2.17
4862,1999,Republicans,Republicans,5.95,Bill Clinton,Democratic,2.17
4863,1999,Republicans,Republicans,5.98,Bill Clinton,Democratic,2.17
4864,1999,Republicans,Republicans,6.03,Bill Clinton,Democratic,2.17
4865,1999,Republicans,Republicans,6.07,Bill Clinton,Democratic,2.17
4866,1999,Republicans,Republicans,6.13,Bill Clinton,Democratic,2.17
4867,1999,Republicans,Republicans,6.17,Bill Clinton,Democratic,2.17
4868,1999,Republicans,Republicans,6.16,Bill Clinton,Democratic,2.17
4869,1999,Republicans,Republicans,6.1,Bill Clinton,Democratic,2.17
4870,1999,Republicans,Republicans,6.07,Bill Clinton,Democratic,2.17
4871,1999,Republicans,Republicans,5.98,Bill Clinton,Democratic,2.17
4872,1999,Republicans,Republicans,6.02,Bill Clinton,Democratic,2.17
4873,1999,Republicans,Republicans,6,Bill Clinton,Democratic,2.17
4874,1999,Republicans,Republicans,6.05,Bill Clinton,Democratic,2.17
4875,1999,Republicans,Republicans,6.08,Bill Clinton,Democratic,2.17
4876,1999,Republicans,Republicans,6.01,Bill Clinton,Democratic,2.17
4877,1999,Republicans,Republicans,6.01,Bill Clinton,Democratic,2.17
4878,1999,Republicans,Republicans,5.92,Bill Clinton,Democratic,2.17
4879,1999,Republicans,Republicans,5.9,Bill Clinton,Democratic,2.17
4880,1999,Republicans,Republicans,5.92,Bill Clinton,Democratic,2.17
4881,1999,Republicans,Republicans,5.91,Bill Clinton,Democratic,2.17
4882,1999,Republicans,Republicans,5.9,Bill Clinton,Democratic,2.17
4883,1999,Republicans,Republicans,5.9,Bill Clinton,Democratic,2.17
4884,1999,Republicans,Republicans,5.89,Bill Clinton,Democratic,2.17
4885,1999,Republicans,Republicans,5.91,Bill Clinton,Democratic,2.17
4886,1999,Republicans,Republicans,5.97,Bill Clinton,Democratic,2.17
4887,1999,Republicans,Republicans,6.02,Bill Clinton,Democratic,2.17
4888,1999,Republicans,Republicans,6.04,Bill Clinton,Democratic,2.17
4889,1999,Republicans,Republicans,6.01,Bill Clinton,Democratic,2.17
4890,1999,Republicans,Republicans,6.01,Bill Clinton,Democratic,2.17
4891,1999,Republicans,Republicans,6.07,Bill Clinton,Democratic,2.17
4892,1999,Republicans,Republicans,6.11,Bill Clinton,Democratic,2.17
4893,1999,Republicans,Republicans,6.13,Bill Clinton,Democratic,2.17
4894,1999,Republicans,Republicans,6.15,Bill Clinton,Democratic,2.17
4895,1999,Republicans,Republicans,6.12,Bill Clinton,Democratic,2.17
4896,1999,Republicans,Republicans,6.05,Bill Clinton,Democratic,2.17
4897,1999,Republicans,Republicans,6.16,Bill Clinton,Democratic,2.17
4898,1999,Republicans,Republicans,6.23,Bill Clinton,Democratic,2.17
4899,1999,Republicans,Republicans,6.25,Bill Clinton,Democratic,2.17
4900,1999,Republicans,Republicans,6.22,Bill Clinton,Democratic,2.17
4901,1999,Republicans,Republicans,6.18,Bill Clinton,Democratic,2.17
4902,1999,Republicans,Republicans,6.09,Bill Clinton,Democratic,2.17
4903,1999,Republicans,Republicans,6.1,Bill Clinton,Democratic,2.17
4904,1999,Republicans,Republicans,6.02,Bill Clinton,Democratic,2.17
4905,1999,Republicans,Republicans,6.01,Bill Clinton,Democratic,2.17
4906,1999,Republicans,Republicans,6.03,Bill Clinton,Democratic,2.17
4907,1999,Republicans,Republicans,5.99,Bill Clinton,Democratic,2.17
4908,1999,Republicans,Republicans,5.98,Bill Clinton,Democratic,2.17
4909,1999,Republicans,Republicans,5.95,Bill Clinton,Democratic,2.17
4910,1999,Republicans,Republicans,5.87,Bill Clinton,Democratic,2.17
4911,1999,Republicans,Republicans,5.88,Bill Clinton,Democratic,2.17
4912,1999,Republicans,Republicans,5.96,Bill Clinton,Democratic,2.17
4913,1999,Republicans,Republicans,6.07,Bill Clinton,Democratic,2.17
4914,1999,Republicans,Republicans,6.07,Bill Clinton,Democratic,2.17
4915,1999,Republicans,Republicans,6.08,Bill Clinton,Democratic,2.17
4916,1999,Republicans,Republicans,6.15,Bill Clinton,Democratic,2.17
4917,1999,Republicans,Republicans,6.03,Bill Clinton,Democratic,2.17
4918,1999,Republicans,Republicans,6.07,Bill Clinton,Democratic,2.17
4919,1999,Republicans,Republicans,6.07,Bill Clinton,Democratic,2.17
4920,1999,Republicans,Republicans,6.1,Bill Clinton,Democratic,2.17
4921,1999,Republicans,Republicans,6.03,Bill Clinton,Democratic,2.17
4922,1999,Republicans,Republicans,6.06,Bill Clinton,Democratic,2.17
4923,1999,Republicans,Republicans,6.11,Bill Clinton,Democratic,2.17
4924,1999,Republicans,Republicans,6.11,Bill Clinton,Democratic,2.17
4925,1999,Republicans,Republicans,6.08,Bill Clinton,Democratic,2.17
4926,1999,Republicans,Republicans,6.05,Bill Clinton,Democratic,2.17
4927,1999,Republicans,Republicans,6.08,Bill Clinton,Democratic,2.17
4928,1999,Republicans,Republicans,6.1,Bill Clinton,Democratic,2.17
4929,1999,Republicans,Republicans,6.1,Bill Clinton,Democratic,2.17
4930,1999,Republicans,Republicans,6.05,Bill Clinton,Democratic,2.17
4931,1999,Republicans,Republicans,5.95,Bill Clinton,Democratic,2.17
4932,1999,Republicans,Republicans,6.02,Bill Clinton,Democratic,2.17
4933,1999,Republicans,Republicans,6.07,Bill Clinton,Democratic,2.17
4934,1999,Republicans,Republicans,6.13,Bill Clinton,Democratic,2.17
4935,1999,Republicans,Republicans,6.06,Bill Clinton,Democratic,2.17
4936,1999,Republicans,Republicans,6.15,Bill Clinton,Democratic,2.17
4937,1999,Republicans,Republicans,6.1,Bill Clinton,Democratic,2.17
4938,1999,Republicans,Republicans,6.17,Bill Clinton,Democratic,2.17
4939,1999,Republicans,Republicans,6.17,Bill Clinton,Democratic,2.17
4940,1999,Republicans,Republicans,6.19,Bill Clinton,Democratic,2.17
4941,1999,Republicans,Republicans,6.2,Bill Clinton,Democratic,2.17
4942,1999,Republicans,Republicans,6.23,Bill Clinton,Democratic,2.17
4943,1999,Republicans,Republicans,6.29,Bill Clinton,Democratic,2.17
4944,1999,Republicans,Republicans,6.32,Bill Clinton,Democratic,2.17
4945,1999,Republicans,Republicans,6.26,Bill Clinton,Democratic,2.17
4946,1999,Republicans,Republicans,6.3,Bill Clinton,Democratic,2.17
4947,1999,Republicans,Republicans,6.35,Bill Clinton,Democratic,2.17
4948,1999,Republicans,Republicans,6.34,Bill Clinton,Democratic,2.17
4949,1999,Republicans,Republicans,6.36,Bill Clinton,Democratic,2.17
4950,1999,Republicans,Republicans,6.36,Bill Clinton,Democratic,2.17
4951,1999,Republicans,Republicans,6.36,Bill Clinton,Democratic,2.17
4952,1999,Republicans,Republicans,6.38,Bill Clinton,Democratic,2.17
4953,1999,Republicans,Republicans,6.33,Bill Clinton,Democratic,2.17
4954,1999,Republicans,Republicans,6.25,Bill Clinton,Democratic,2.17
4955,1999,Republicans,Republicans,6.16,Bill Clinton,Democratic,2.17
4956,1999,Republicans,Republicans,6.19,Bill Clinton,Democratic,2.17
4957,1999,Republicans,Republicans,6.15,Bill Clinton,Democratic,2.17
4958,1999,Republicans,Republicans,6.14,Bill Clinton,Democratic,2.17
4959,1999,Republicans,Republicans,6.09,Bill Clinton,Democratic,2.17
4960,1999,Republicans,Republicans,6.05,Bill Clinton,Democratic,2.17
4961,1999,Republicans,Republicans,6.06,Bill Clinton,Democratic,2.17
4962,1999,Republicans,Republicans,6.07,Bill Clinton,Democratic,2.17
4963,1999,Republicans,Republicans,6.09,Bill Clinton,Democratic,2.17
4964,1999,Republicans,Republicans,6.03,Bill Clinton,Democratic,2.17
4965,1999,Republicans,Republicans,6.04,Bill Clinton,Democratic,2.17
4966,1999,Republicans,Republicans,6.06,Bill Clinton,Democratic,2.17
4967,1999,Republicans,Republicans,6.13,Bill Clinton,Democratic,2.17
4968,1999,Republicans,Republicans,6.17,Bill Clinton,Democratic,2.17
4969,1999,Republicans,Republicans,6.17,Bill Clinton,Democratic,2.17
4970,1999,Republicans,Republicans,6.2,Bill Clinton,Democratic,2.17
4971,1999,Republicans,Republicans,6.2,Bill Clinton,Democratic,2.17
4972,1999,Republicans,Republicans,6.22,Bill Clinton,Democratic,2.17
4973,1999,Republicans,Republicans,6.24,Bill Clinton,Democratic,2.17
4974,1999,Republicans,Republicans,6.31,Bill Clinton,Democratic,2.17
4975,1999,Republicans,Republicans,6.29,Bill Clinton,Democratic,2.17
4976,1999,Republicans,Republicans,6.3,Bill Clinton,Democratic,2.17
4977,1999,Republicans,Republicans,6.31,Bill Clinton,Democratic,2.17
4978,1999,Republicans,Republicans,6.27,Bill Clinton,Democratic,2.17
4979,1999,Republicans,Republicans,6.25,Bill Clinton,Democratic,2.17
4980,1999,Republicans,Republicans,6.21,Bill Clinton,Democratic,2.17
4981,1999,Republicans,Republicans,6.23,Bill Clinton,Democratic,2.17
